번호,개방서비스명,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
405,병원,2012-12-11,3,폐업,3,폐업,2017-08-03,,,,413341275,,,충청남도 예산군 예산읍 산성리 648번지,충청남도 예산군 예산읍 금오대로 49-5,,예산요양병원,2017-08-29 14:01,2023-07-14 0:18,요양병원(일반요양병원),185053.7082,354745.3252,한의사,4,16,108,0,"한방신경정신과, 외과, 가정의학과","한방신경정신과, 외과, 가정의학과",,,,0,0,,,0,,시군구(위임)
406,병원,2013-01-16,3,폐업,3,폐업,2015-02-26,,,,416721009,,,충청남도 태안군 근흥면 두야리 404번지 10호 10호,충청남도 태안군 근흥면 서해로 1277,,백석의료소비자생활협동조합 백석서해안요양병원,2015-05-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),133775.6718,362588.3549,,7,34,264,0,#NAME?,#NAME?,,,,0,0,,,0,,시군구(위임)
407,병원,2007-01-29,3,폐업,3,폐업,2010-03-04,,,,,,,충청남도 천안시 서북구 성정동  964번지,충청남도 천안시 서북구 백석로 207 (성정동),,그린필요양병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(노인병원),211791.1136,368665.5047,,9,44,158,0,"내과, 신경과, 재활의학과, 마취통증의학과","내과, 신경과, 재활의학과, 마취통증의학과",,,,0,0,,,0,,시군구(위임)
408,병원,2007-03-26,3,폐업,3,폐업,2015-07-08,,,,,,,충청남도 천안시 서북구 성정동  1527번지,충청남도 천안시 서북구 성정공원1길 9-7 (성정동),,천안중앙병원,2015-07-08 0:00,2023-07-14 0:18,정신병원,212280.27,369454.2752,의사,9,46,240,0,"정신과, 신경과, 가정의학과","정신과, 신경과, 가정의학과",,,,0,0,,,0,,시군구(위임)
409,병원,2005-12-23,3,폐업,3,폐업,2007-10-25,,,,416420003,,,충청남도 홍성군 은하면 금국리 320번지 1호 1호,충청남도 홍성군 은하면 은하로481번길 136,,제혜요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),162058.5087,338788.8982,,0,0,0,0,"내과, 일반외과, 정형외과","내과, 일반외과, 정형외과",,,,0,0,,,0,,시군구(위임)
410,병원,2006-07-18,3,폐업,3,폐업,2016-06-27,,,,413358778,,,충청남도 예산군 예산읍 예산리 431번지 4호 4호,충청남도 예산군 예산읍 예산로 188,,성신요양병원,2019-02-13 8:50,2023-07-14 0:18,요양병원(일반요양병원),186152.3846,353084.7072,,10,11,108,0,"내과, 신경외과, 정형외과, 재활의학과","내과, 신경외과, 정형외과, 재활의학과",,,,0,0,,,0,,시군구(위임)
411,병원,2007-06-07,3,폐업,3,폐업,,,,,414103000,,,충청남도 천안시 동남구 삼룡동  381번지 22호 22호,충청남도 천안시 동남구 천안대로 215 (삼룡동),,천안효요양병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(일반요양병원),214670.3923,362906.8475,의사,9,22,154,0,"내과, 신경과, 가정의학과, 재활의학과, 정신과","내과, 신경과, 가정의학과, 재활의학과, 정신과",,,,0,0,,,0,,시군구(위임)
412,병원,2013-02-13,3,폐업,3,폐업,2014-10-27,,,,414151004,,,충청남도 천안시 서북구 쌍용동  415번지 1호 유림빌딩 2.3.4층 1호,"충청남도 천안시 서북구 쌍용19로 21 (쌍용동,유림빌딩 2.3.4층)",,라온의료소비자생활협동조합 천안우리요양병원,2015-01-06 0:00,2023-07-14 0:18,요양병원(일반요양병원),210752.2867,365878.1086,,3,20,148,0,"내과, 가정의학과, 외과","내과, 가정의학과, 외과",,,,0,0,,,0,,시군구(위임)
413,병원,2013-02-13,3,폐업,3,폐업,2014-01-03,,,,,,,충청남도 서산시 동문동  931번지 36호 36호,충청남도 서산시 번화3길 16 (동문동),,강남한방병원,2014-01-29 0:00,2023-07-14 0:18,한방병원,151039.9152,364689.718,한의사,3,16,64,0,"침구과, 한방내과, 한방부인과, 한방소아과, 한방신경정신과, 한방재활의학과, 한방안.이비인후.피부과","침구과, 한방내과, 한방부인과, 한방소아과, 한방신경정신과, 한방재활의학과, 한방안.이비인후.피부과",,,,0,0,,,0,,시군구(위임)
414,병원,2013-03-14,3,폐업,3,폐업,2014-07-02,,,,,,,충청남도 천안시 동남구 삼룡동  381번지 22호 22호,충청남도 천안시 동남구 천안대로 215 (삼룡동),,금비의료재단 천안믿음요양병원,2015-01-06 0:00,2023-07-14 0:18,요양병원(일반요양병원),214670.3923,362906.8475,,3,32,112,0,"내과, 가정의학과, 재활의학과, 신경과","내과, 가정의학과, 재활의학과, 신경과",,,,0,0,,,0,,시군구(위임)
415,병원,2013-03-22,3,폐업,3,폐업,,,,,,,,충청남도 천안시 동남구 삼룡동  381번지 22호 22호,충청남도 천안시 동남구 천안대로 215 (삼룡동),,천안효사랑 요양병원,2013-07-11 0:00,2023-07-14 0:18,요양병원(일반요양병원),214670.3923,362906.8475,의사,15,64,360,0,"내과, 가정의학과, 신경외과, 정형외과, 응급의학과, 재활의학과, 한방내과","내과, 가정의학과, 신경외과, 정형외과, 응급의학과, 재활의학과, 한방내과",,,,0,0,,,0,,시군구(위임)
416,병원,2013-05-06,3,폐업,3,폐업,2013-09-05,,,,,,,충청남도 아산시 온천동  231번지 1호 1호,충청남도 아산시 온천대로 1436-18 (온천동),,온양요양병원,2013-09-05 0:00,2023-07-14 0:18,요양병원(일반요양병원),199785.9645,364509.1516,의사,5,32,200,0,"내과, 일반외과, 가정의학과, 재활의학과, 정형외과, 침구과","내과, 일반외과, 가정의학과, 재활의학과, 정형외과, 침구과",,,,0,0,,,0,,시군구(위임)
417,병원,1998-08-29,3,폐업,3,폐업,2015-09-01,,,,416678964,,,충청남도 서산시 동문동  233번지 4호 4호,충청남도 서산시 율지3로 31 (동문동),,한서대학교 한방병원,2018-07-19 0:00,2023-07-14 0:18,한방병원,151992.6501,364192.7376,,3,26,86,0,,,,,,0,0,,,0,,시군구(위임)
418,병원,2011-03-15,3,폐업,3,폐업,,,,,416741919,,,충청남도 태안군 태안읍 동문리 902번지 14호 14호,충청남도 태안군 태안읍 정주내1길 13,,태안요양병원,2014-02-17 0:00,2023-07-14 0:18,요양병원(일반요양병원),137813.9506,360637.9221,의사,15,58,348,0,"내과, 외과, 재활의학과, 한방내과, 침구과","내과, 외과, 재활의학과, 한방내과, 침구과",,,,0,0,,,0,,시군구(위임)
419,병원,2011-04-07,3,폐업,3,폐업,2012-11-06,,,,415875511,,,충청남도 천안시 서북구 쌍용동  415번지 1호 외 필지 1호,"충청남도 천안시 서북구 쌍용19로 21 (쌍용동,외 필지)",,유림요양병원,2012-11-13 0:00,2023-07-14 0:18,요양병원(일반요양병원),210752.2867,365878.1086,의사,4,18,120,0,"신경과, 마취통증의학과, 내과, 외과, 정형외과, 이비인후과, 재활의학과","신경과, 마취통증의학과, 내과, 외과, 정형외과, 이비인후과, 재활의학과",,,,0,0,,,0,,시군구(위임)
420,병원,2005-04-20,3,폐업,3,폐업,2009-01-20,,,,416758933,,,충청남도 태안군 태안읍 동문리 902번지 14호 14호,충청남도 태안군 태안읍 정주내1길 13,,의료법인 태안병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(일반요양병원),137813.9506,360637.9221,의사,0,46,240,0,"내과, 신경과, 흉부외과, 재활의학과","내과, 신경과, 흉부외과, 재활의학과",,,,0,0,,,0,,시군구(위임)
421,병원,2005-02-23,3,폐업,3,폐업,2015-07-14,,,,418650066,,,세종특별자치시  조치원읍 서창리 207번지,세종특별자치시  조치원읍 섭골길 37,,중앙요양병원,2015-07-14 0:00,2023-07-14 0:18,요양병원(일반요양병원),225736.1828,345843.2576,의사,0,56,380,0,"가정의학과, 신경외과, 산부인과, 한방내과, 침구과, 비뇨기과","가정의학과, 신경외과, 산부인과, 한방내과, 침구과, 비뇨기과",,,,0,0,,,0,,시군구(위임)
422,병원,2007-08-21,3,폐업,3,폐업,2011-10-31,,,,413329500,,,충청남도 예산군 예산읍 산성리 648번지,충청남도 예산군 예산읍 금오대로 49-5,,현대 한방병원,2018-07-19 0:00,2023-07-14 0:18,한방병원,185053.7082,354745.3252,한의사,7,0,0,0,"한방(내과,소아과,부인과,안.이비인후과,신경정신과,재활의학과)사상체질과,침구과","한방(내과,소아과,부인과,안.이비인후과,신경정신과,재활의학과)사상체질과,침구과",,,,0,0,,,0,,시군구(위임)
423,병원,2007-10-30,3,폐업,3,폐업,2013-01-15,,,,416721009,,,충청남도 태안군 근흥면 두야리 404번지 10호 10호,충청남도 태안군 근흥면 서해로 1277,,서해안요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),133775.6718,362588.3549,,8,0,0,0,,,,,,0,0,,,0,,시군구(위임)
424,병원,2007-11-06,3,폐업,3,폐업,2015-07-08,,,,415772233,,,충청남도 천안시 서북구 쌍용동  1094번지,충청남도 천안시 서북구 미라8길 17 (쌍용동),,열린치과병원,2016-08-02 11:40,2023-07-14 0:18,치과병원,211499.1095,366884.0531,치과의사,5,1,1,745,"치주과, 치과보존과, 소아치과","치주과, 치과보존과, 소아치과",,,,0,0,,,0,,시군구(위임)
425,병원,2007-11-12,3,폐업,3,폐업,2011-07-15,,,,416420003,,,충청남도 홍성군 은하면 금국리 530번지 1호 1호,충청남도 홍성군 은하면 구성남로 381,,로뎀요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),161341.7789,339070.4231,의사,5,14,60,0,"내과, 정형외과, 일반외과","내과, 정형외과, 일반외과",,,,0,0,,,0,,시군구(위임)
426,병원,2014-02-11,3,폐업,3,폐업,2019-10-16,,,,416741919,,,,충청남도 태안군 태안읍 정주내1길 13,,의료법인 산성의료재단 태안요양병원,2019-10-18 16:53,2023-07-14 0:18,요양병원(일반요양병원),137813.9506,360637.9221,,12,26,144,0,,,,,,0,0,,,0,,시군구(위임)
427,병원,2007-12-10,3,폐업,3,폐업,2009-02-05,,,,416748972,,,충청남도 태안군 태안읍 남문리 576번지 18호 18호,충청남도 태안군 태안읍 환동로 82,,효성한방병원,2018-07-19 0:00,2023-07-14 0:18,한방병원,136966.0122,361666.6516,한의사,5,16,80,0,"한방(내과,재활의학과,안이비인후과,부인과,소아과,신경정신과)침구과,사상체질과","한방(내과,재활의학과,안이비인후과,부인과,소아과,신경정신과)침구과,사상체질과",,,,0,0,,,0,,시군구(위임)
428,병원,2012-04-13,3,폐업,3,폐업,2019-02-12,,,,415777733,,,충청남도 천안시 서북구 쌍용동  2013번지,충청남도 천안시 서북구 쌍용1길 21 (쌍용동),,부강병원,2019-02-13 8:32,2020-04-28 0:23,병원,210575.2082,366678.4303,의사,2,15,81,1950,"정형외과, 내과, 영상의학과, 마취통증의학과, 소아청소년과, 이비인후과, 신경외과","정형외과, 내과, 영상의학과, 마취통증의학과, 소아청소년과, 이비인후과, 신경외과",,,,0,0,,,0,,시군구(위임)
429,병원,2006-12-01,3,폐업,3,폐업,2006-12-01,,,,4154977575,,,충청남도 아산시 온천동  230번지 1호 1호,충청남도 아산시 온천대로 1446 (온천동),,아산삼성병원,2018-07-19 0:00,2020-04-28 0:23,병원,199803.4707,364554.906,,8,24,122,0,"내과,정형외과,일반외과,재활의학과,비뇨기과,진단방사선과,임상병리과","내과,정형외과,일반외과,재활의학과,비뇨기과,진단방사선과,임상병리과",,,,0,0,,,0,,시군구(위임)
430,병원,2005-02-15,3,폐업,3,폐업,,,,,416758275,,,충청남도 태안군 태안읍 남산리 32번지 4호 4호,충청남도 태안군 태안읍 안면대로 88,,행복한병원,2018-07-19 0:00,2020-04-28 0:23,병원,136765.189,360077.3109,의사,0,0,0,0,"내과, 소아과, 피부과, 비뇨기과, 가정의학과, 재활의학과, 신경과, 진단방사선과","내과, 소아과, 피부과, 비뇨기과, 가정의학과, 재활의학과, 신경과, 진단방사선과",,,,0,0,,,0,,시군구(위임)
431,병원,2002-07-29,3,폐업,3,폐업,,,,,415397500,,,충청남도 아산시 모종동  432번지 2호 2호,충청남도 아산시 문화로 381 (모종동),,한사랑아산병원,2018-07-19 0:00,2020-04-28 0:23,병원,201705.3005,364215.9179,의사,10,0,0,0,"내과, 정형외과, 신경외과, 재활의학과,진단방사선과, 일반외과","내과, 정형외과, 신경외과, 재활의학과,진단방사선과, 일반외과",,,,0,0,,,0,,시군구(위임)
432,병원,1996-07-15,3,폐업,3,폐업,2007-09-19,,,,418371200,,,충청남도 부여군 부여읍 동남리 597번지 8호 8호,충청남도 부여군 부여읍 계백로 200,,부여중앙병원,2015-12-21 11:37,2020-04-28 0:23,병원,191078.4775,308321.9683,의사,9,1,1,0,"내과,일반외과,정형외과,신경외과,마취과,진단방사선과","내과,일반외과,정형외과,신경외과,마취과,진단방사선과",,,,0,0,,,0,,시군구(위임)
433,병원,2007-06-13,3,폐업,3,폐업,2017-08-30,,,,419362222,,,충청남도 보령시 죽정동  669번지 5호 5호,충청남도 보령시 지장골길 69 (죽정동),,보령중앙병원,2017-12-05 19:59,2020-04-28 0:23,병원,164271.6629,317632.3337,의사,5,36,148,0,"내과, 정형외과, 비뇨기과, 응급의학과, 마취과, 소아청소년과","내과, 정형외과, 비뇨기과, 응급의학과, 마취과, 소아청소년과",,,,0,0,,,0,,시군구(위임)
434,병원,2000-10-13,3,폐업,3,폐업,,,,,418650088,,,254번지 7호 7호,,,한마음병원,2015-07-14 0:00,2020-04-28 0:23,병원,,,의사,0,38,152,0,"내과, 소아과, 가정의학과, 정신과","내과, 소아과, 가정의학과, 정신과",,,,0,0,,,0,,시군구(위임)
435,병원,1993-12-16,3,폐업,3,폐업,2012-03-05,,,,413560881,,,299번지 2호 2호,충청남도 당진군 당진읍 계성3길 6,,푸른병원,2012-03-09 0:00,2020-04-28 0:23,병원,,,의사,0,60,162,0,"내과,소아과,외과,비뇨기과,정형외과,신경외과,방사선과","내과,소아과,외과,비뇨기과,정형외과,신경외과,방사선과",,,,0,0,,,0,,시군구(위임)
436,병원,2008-02-15,3,폐업,3,폐업,,,,,415777799,,,충청남도 천안시 서북구 성정동  544번지,충청남도 천안시 서북구 동서대로 110-23 (성정동),,참조은병원,2014-01-29 0:00,2020-04-28 0:23,병원,211977.1833,369217.0577,의사,8,24,120,0,"내과,외과,재활의학과","내과,외과,재활의학과",,,,0,0,,,0,,시군구(위임)
437,병원,1988-05-20,3,폐업,3,폐업,,,,,417528883,,,충청남도 금산군 금산읍 상리 232번지 3호 3호,충청남도 금산군 금산읍 후곤천길 56,,학교법인금산을지병원,2018-07-19 0:00,2020-04-28 0:23,병원,243875.6312,289618.4129,의사,0,80,450,0,"내과,일반외과,신경외과,정형외과,소아과,진단방사선과,마취통증의학과,응급의학과,산부인과","내과,일반외과,신경외과,정형외과,소아과,진단방사선과,마취통증의학과,응급의학과,산부인과",,,,0,0,,,0,,시군구(위임)
438,병원,2008-05-16,3,폐업,3,폐업,2013-07-04,,,,413624567,,,충청남도 당진시 합덕읍 운산리 256번지 5호 5호,충청남도 당진시 합덕읍 합덕시장로 174-1,,합덕서울병원,2014-01-29 0:00,2020-04-28 0:23,병원,179808.1734,367418.6695,의사,2,16,80,0,"내과, 외과, 정형외과,소아청소년과, 가정의학과, 피부과, 비뇨기과, 마취통증의학과, 영상의학과,성형외과(계10개과목)","내과, 외과, 정형외과,소아청소년과, 가정의학과, 피부과, 비뇨기과, 마취통증의학과, 영상의학과,성형외과(계10개과목)",,,,0,0,,,0,,시군구(위임)
439,병원,2008-09-05,3,폐업,3,폐업,2009-07-02,,,,415470026,,,충청남도 아산시 용화동  368번지 51호 51호,충청남도 아산시 시민로329번길 82 (용화동),,남산두성병원,2018-07-19 0:00,2020-04-28 0:23,병원,199324.4179,363630.5349,,9,16,80,0,"내과, 소아청소년과, 외과","내과, 소아청소년과, 외과",,,,0,0,,,0,,시군구(위임)
440,병원,1996-11-02,3,폐업,3,폐업,2012-12-26,,,,418672100,,,50번지,충청남도 연기군 조치원읍 새내1길 6,,조치원성모병원,2015-12-21 11:40,2020-04-28 0:23,병원,,,의사,4,23,91,0,"내과, 일반외과, 정형외과, 신경외과, 마취과","내과, 일반외과, 정형외과, 신경외과, 마취과",,,,0,0,,,0,,시군구(위임)
441,병원,1974-04-03,3,폐업,3,폐업,2019-02-28,,,,418362486,,,충청남도 부여군 부여읍 구아리 261번지,충청남도 부여군 부여읍 사비로 78,,성요셉병원,2019-02-28 8:53,2020-04-28 0:23,병원,191919.5267,308760.8816,,4,19,52,1920,"내과, 소아과, 진단&#48225;사선과","내과, 소아과, 진단&#48225;사선과",,,,0,0,,,0,,시군구(위임)
442,병원,1994-01-03,3,폐업,3,폐업,2012-02-09,,,,416345042,,,충청남도 홍성군 홍성읍 옥암리 124번지 5호 5호,충청남도 홍성군 홍성읍 충서로 1341,,의료법인 평화의료재단 홍주병원,2018-07-19 0:00,2020-04-28 0:23,병원,168840.2918,343823.5359,의사,0,40,148,0,"정형외과, 일반외과, 신경외과, 내과, 흉부외과, 진단방사선과","정형외과, 일반외과, 신경외과, 내과, 흉부외과, 진단방사선과",,,,0,0,,,0,,시군구(위임)
443,병원,2009-04-22,3,폐업,3,폐업,2016-08-31,,,,417345336,,,충청남도 논산시 반월동  89번지 2호 2호,충청남도 논산시 중앙로480번길 12 (반월동),,논산탑병원,2016-09-07 8:14,2020-04-28 0:23,병원,207590.7208,300624.0043,,8,18,120,0,,,,,,0,0,,,0,,시군구(위임)
